,Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude,coordinates,Distance
307,Tres Compadres,212 King Street W,Mexican,4.0,8,,0,43.64757637241541,-79.38641251779109,"43.64757637241541,-79.38641251779109",1429
308,Cluck Clucks,222 The Esplanade,Chicken Shop,4.5,285,$$,2,43.6497687124273,-79.3660896960711,"43.6497687124273,-79.3660896960711",3237
309,La Banane,227 Ossington Avenue,French,4.5,151,$$$$,4,43.64904,-79.4203,"43.64904,-79.4203",3956
310,Marron Bistro,948 Eglinton Avenue W,Steakhouses,4.5,14,$$$,3,43.7005399,-79.4286599,"43.7005399,-79.4286599",10109
311,Heavenly Perogy,400 Bathurst Street,Ukrainian,5.0,8,,0,43.65382,-79.40703,"43.65382,-79.40703",2961
312,Bar Raval,505 College Street,Spanish,4.0,317,$$$,3,43.6558432,-79.4099433,"43.6558432,-79.4099433",3438
313,Madam Boeuf And Flea,252 Dupont Street,Bars,4.5,7,,0,43.67524,-79.40636,"43.67524,-79.40636",6109
314,Pantry,1094 Yonge Street,Breakfast & Brunch,4.0,21,$$,2,43.6783169543193,-79.3901964494139,"43.6783169543193,-79.3901964494139",5075
315,The Rebel House,1068 Yonge Street,Pubs,3.5,122,$$,2,43.67763,-79.39008,"43.67763,-79.39008",5041
316,Islas Filipino BBQ and Bar,1690 Queen Street W,Filipino,4.5,81,,0,43.6393,-79.4446,"43.6393,-79.4446",6103
317,Tabule Middle Eastern Cuisine,810 Queen Street  E,Middle Eastern,4.0,197,$$,2,43.659652,-79.346481,"43.659652,-79.346481",4591
318,Baretto Caffe,1262 Don Mills Road,Cafes,5.0,349,$$,2,43.74471,-79.34643,"43.74471,-79.34643",17031
319,Cluny Bistro & Boulangerie,35 Tank House Lane,French,3.5,639,$$$,3,43.6505879,-79.3578962,"43.6505879,-79.3578962",3200
320,El Pocho Antojitos Bar,2 Follis Avenue,Bars,4.5,80,$$,2,43.66963,-79.41338,"43.66963,-79.41338",6736
321,Byblos Uptown,2537 Yonge St,Mediterranean,3.5,64,,0,43.71302,-79.39929,"43.71302,-79.39929",9199
322,Opus Restaurant,37 Prince Arthur Avenue,Wine Bars,4.0,73,$$$$,4,43.66921,-79.3972299,"43.66921,-79.3972299",5120
323,Los Vietnamita Taqueria Shop,,Mexican,4.5,17,,0,43.6531331163807,-79.3829282270142,"43.6531331163807,-79.3829282270142",2260
324,Riddle Room,579 Yonge Street,Cafes,4.5,185,$,1,43.6657555,-79.3847049,"43.6657555,-79.3847049",3638
325,Mary Be Kitchen,21B St. Clair Avenue W,Canadian (New),4.5,66,$$,2,43.68769,-79.3949,"43.68769,-79.3949",6311
326,Amano Trattoria,9 Church Street,Italian,4.0,16,,0,43.64778,-79.37319,"43.64778,-79.37319",1690
327,Schmaltz Appetizing,414 Dupont Street,Delis,4.0,65,$$,2,43.67387,-79.41171,"43.67387,-79.41171",6941
328,Linh Anh Vietnamese Cuisine,3290 Midland Avenue,Vietnamese,4.0,82,$$,2,43.80661491302401,-79.28954526627042,"43.80661491302401,-79.28954526627042",27518
329,Favorites,141 Ossington Avenue,Salad,4.0,35,,0,43.6473606954857,-79.4201145725201,"43.6473606954857,-79.4201145725201",4241
330,Azhar,96 Ossington Ave,Middle Eastern,4.0,11,,0,43.646326335923725,-79.4197334036354,"43.646326335923725,-79.4197334036354",4123
331,DAM Sandwiches,363 Oakwood Avenue,Sandwiches,5.0,3,,0,43.68736,-79.43848,"43.68736,-79.43848",10598
332,Barque Smokehouse,299 Roncesvalles Avenue,Barbeque,4.0,519,$$,2,43.6480097,-79.4496592,"43.6480097,-79.4496592",7656
333,Imanishi Japanese Kitchen,1330 Dundas Street W,Japanese,4.0,101,$$,2,43.64969,-79.42657,"43.64969,-79.42657",6883
334,Stratus,79 Wellington Street W,Canadian (New),4.0,50,$$$,3,43.64663,-79.38114,"43.64663,-79.38114",1295
335,Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,Chicken Shop,4.5,61,,0,43.6429634,-79.4257733,"43.6429634,-79.4257733",5841
336,The Parlour,642 King St W,Pizza,4.0,33,,0,43.6444882,-79.4015886,"43.6444882,-79.4015886",1959
337,The Cottage Cheese,64 Oxford Street,Indian,4.5,2,,0,43.65624,-79.40284,"43.65624,-79.40284",3011
338,PŌPA,2901 Bayview Avenue,Burmese,3.5,45,$$$,3,43.76865378450744,-79.38658942522137,"43.76865378450744,-79.38658942522137",23293
339,Beach Hill Smokehouse,172 Main Street S,Barbeque,4.5,140,$$,2,43.68409,-79.3005,"43.68409,-79.3005",9758
340,Old Town Bodega,402 King St E,Cafes,5.0,9,,0,43.6542,-79.36099,"43.6542,-79.36099",3175
341,Quanto Basta,1112 Yonge Street,Italian,3.5,42,$$,2,43.67874,-79.39051,"43.67874,-79.39051",5127
342,Kung Fu Beef Chinese BBQ 真牛中式烤肉,460 Dundas St W,Barbeque,4.5,10,,0,43.65356,-79.39659,"43.65356,-79.39659",2252
343,Barnsteiner's,1 Balmoral Avenue,Modern European,3.5,71,$$$,3,43.68554,-79.3933799,"43.68554,-79.3933799",6031
344,Detroit Pizzeria,1093 Bathurst Street,Pizza,4.5,17,,0,43.6730227,-79.414092,"43.6730227,-79.414092",7095
345,King Rustic,905 King Street W,Comfort Food,4.0,63,$$,2,43.6418019534315,-79.4121160358191,"43.6418019534315,-79.4121160358191",3035
346,The Good Son,1096 Queen Street W,Pizza,4.0,211,$$$,3,43.6436501,-79.4227676,"43.6436501,-79.4227676",6188
347,SOCO Kitchen + Bar,75 Lower Simcoe Street,Bars,3.5,232,$$,2,43.6426531322953,-79.3838465349876,"43.6426531322953,-79.3838465349876",229
348,Shatter Abbas,218 Queens Quay W,Persian/Iranian,4.0,26,,0,43.64008002021216,-79.38245042588952,"43.64008002021216,-79.38245042588952",541
349,Torch Pressed Sushi,507 Church St,Japanese,4.5,71,$$,2,43.6659093206019,-79.3808230385184,"43.6659093206019,-79.3808230385184",3841
350,Atomic 10,145 Lauder Ave,Mexican,4.5,23,,0,43.67849,-79.43952,"43.67849,-79.43952",10089
351,Govinda's,243 Avenue Road,Vegetarian,4.0,42,$,1,43.67684518603757,-79.3972886196434,"43.67684518603757,-79.3972886196434",5690
352,Hunters Landing,82 Fort York Blvd,Comfort Food,3.5,232,$$,2,43.64002,-79.39673,"43.64002,-79.39673",1525
353,Fullaluv Bar & Grill,1709 Jane Street,Bars,4.0,11,,0,43.7038731177304,-79.5038190856576,"43.7038731177304,-79.5038190856576",16420
354,Carisma,15 Toronto Street,Italian,4.0,194,$$$,3,43.65032,-79.37596,"43.65032,-79.37596",2144
355,Sansotei Ramen,115 Fort York Boulevard,Ramen,4.0,93,$$,2,43.63905,-79.3982599,"43.63905,-79.3982599",1426
356,Pinata Tacos,1597 Dundas Street W,Mexican,5.0,2,,0,43.64968375339061,-79.43489454260916,"43.64968375339061,-79.43489454260916",6732
357,O’SOMAE,357 Broadview Ave,Breakfast & Brunch,4.5,24,$$,2,43.6653004,-79.3522633,"43.6653004,-79.3522633",5139
358,Lechon Republik,1 Romar Crescent,Filipino,5.0,3,,0,43.7061628186434,-79.4424132630229,"43.7061628186434,-79.4424132630229",11959
359,Tocino Boys,214 Ossington Ave,Street Vendors,4.5,9,$,1,43.6492443729602,-79.4209552556276,"43.6492443729602,-79.4209552556276",3979
360,Zezafoun Syrian Cuisine,4 Manor Road E,Syrian,4.5,112,$$,2,43.70267,-79.39712,"43.70267,-79.39712",7869
361,Egg Club,88 Dundas Street E,Coffee & Tea,4.5,121,,0,43.65655,-79.37793,"43.65655,-79.37793",2726
362,Sorrel,1158 Yonge Street,Mediterranean,3.5,32,$$$,3,43.6802406,-79.3911819,"43.6802406,-79.3911819",5348
363,Barcelona Gourmet,777 Danforth Avenue,Tapas/Small Plates,4.5,6,,0,43.67934,-79.34202,"43.67934,-79.34202",10599
364,Imm Thai Kitchen,651 College Street,Thai,4.5,145,$$,2,43.65484,-79.41598,"43.65484,-79.41598",3901
365,Bar Fancy,1070 Queen Street W,Chicken Shop,4.0,133,$$,2,43.64382,-79.42143,"43.64382,-79.42143",6203
366,Local 1794,1794 Danforth Avenue,Canadian (New),4.0,117,$$,2,43.68459,-79.31881,"43.68459,-79.31881",9388
367,Como En Casa,565 Yonge Street,Mexican,4.0,241,$,1,43.6653391464388,-79.3844996650524,"43.6653391464388,-79.3844996650524",3561
368,Stelvio,791 Dundas Street W,Italian,4.0,126,$$,2,43.65168,-79.40769,"43.65168,-79.40769",3065
369,Sidebar,161 Danforth Avenue,Pizza,4.0,21,,0,43.67627,-79.35676,"43.67627,-79.35676",9722
370,Marvelous by Fred,224 Queen Street W,Desserts,4.5,54,$,1,43.65038,-79.38995,"43.65038,-79.38995",1698
371,Dalbam,640 Church Street,Korean,5.0,1,,0,43.669914,-79.383017,"43.669914,-79.383017",4379
372,Hancook Cheese Dakgalbi,605 Bloor Street W,Korean,4.0,82,$$,2,43.66457,-79.41304,"43.66457,-79.41304",6346
373,Otto's Berlin Döner,256 Augusta Avenue,German,4.0,272,$$,2,43.6563397,-79.4029066,"43.6563397,-79.4029066",2999
374,ēst Restaurant,729 Queen Street E,Canadian (New),4.0,20,,0,43.6589329977133,-79.3490209814005,"43.6589329977133,-79.3490209814005",4368
375,Bar Vendetta,928 Dundas Street W,Italian,4.5,27,,0,43.65098,-79.41324,"43.65098,-79.41324",3328
376,George Restaurant,111 Queen Street E,Canadian (New),4.5,292,$$$$,4,43.65337263523713,-79.37432933100068,"43.65337263523713,-79.37432933100068",2659
377,St. Matthew's BBQ Chicken,527 Rogers Rd,Portuguese,4.5,31,$$,2,43.68209,-79.46899,"43.68209,-79.46899",11812
378,Brown Donkatsu,138 Dundas Street W,Korean,4.5,10,,0,43.655613163214525,-79.38487719999999,"43.655613163214525,-79.38487719999999",2492
379,Simone's Caribbean Restaurant,596 Danforth Avenue,Caribbean,4.5,144,$$,2,43.67884,-79.34654,"43.67884,-79.34654",10209
380,Bawara,1570 Bloor St W,Indian,4.5,9,,0,43.65632,-79.45387,"43.65632,-79.45387",8551
381,Mom's Pan-Fried Buns,189 Dundas Street W,Chinese,4.5,10,,0,43.65532939295268,-79.3866192829175,"43.65532939295268,-79.3866192829175",2048
382,Taverniti,591 College Street,Italian,4.0,159,$$,2,43.65511,-79.41348,"43.65511,-79.41348",3702
383,Hokkaido Ramen Santouka,91 Dundas Street E,Ramen,4.0,885,$$,2,43.656321731393,-79.377499580039,"43.656321731393,-79.377499580039",2781
384,Fusaro's,294 Richmond Street East,Italian,4.0,91,$$,2,43.65341,-79.36956,"43.65341,-79.36956",2699
385,The Ace,231A Roncesvalles Avenue,Comfort Food,4.0,194,$$,2,43.646122,-79.448823,"43.646122,-79.448823",7877
386,Isaan Der,2961 Dundas Street W,Thai,4.0,115,$$,2,43.6652858,-79.4679385,"43.6652858,-79.4679385",9496
387,Her Chef,599 Bloor Street W,Asian Fusion,4.5,61,$$,2,43.66457,-79.41292,"43.66457,-79.41292",6703
388,Tacos El Asador,689 Bloor Street W,Mexican,4.0,323,$,1,43.6636499,-79.41686,"43.6636499,-79.41686",6756
389,Itacate,998 St. Clair Avenue W,Mexican,4.5,56,$$,2,43.6793908547042,-79.4371611624956,"43.6793908547042,-79.4371611624956",12629
390,Sushi Maido Japanese Restaurant,364 Bloor Street W,Japanese,4.0,76,$$,2,43.6664314,-79.405632,"43.6664314,-79.405632",5715
391,Hacienda las Américas,424 College Street,Mexican,4.0,69,$$,2,43.65688,-79.40703,"43.65688,-79.40703",3200
392,Thairoomgrand,288 Eglinton Avenue W,Thai,4.5,21,$$,2,43.7049801,-79.4077478,"43.7049801,-79.4077478",8873
393,Piano Piano,55 Colborne Street,Pizza,3.5,4,,0,43.64897516389887,-79.37469209999999,"43.64897516389887,-79.37469209999999",1814
394,Lake Inez,1471 Gerrard Street E,Bars,4.5,92,$$$,3,43.67234,-79.32064,"43.67234,-79.32064",7821
395,Canoe,66 Wellington Street  W,Canadian (New),4.0,736,$$$$,4,43.646954,-79.382159,"43.646954,-79.382159",1074
396,Wings n Bites,208 Queens Quay W,Chicken Wings,5.0,1,,0,43.63997902017403,-79.38122301799643,"43.63997902017403,-79.38122301799643",660
397,Terroni,1095 Yonge Street,Italian,3.0,318,$$$,3,43.6800112830789,-79.3905191478574,"43.6800112830789,-79.3905191478574",5272
398,The Daily Dumpling Wonton Co,792 College St,Dumplings,4.0,38,,0,43.654802780329,-79.4212308526039,"43.654802780329,-79.4212308526039",4334
399,Burger Drops,116 Atlantic Ave,Burgers,4.5,62,,0,43.6396428046657,-79.4212432595327,"43.6396428046657,-79.4212432595327",3702
400,Chica's Nashville Hot Chicken,2853 Dundas Street W,Chicken Shop,4.5,122,$$,2,43.66518,-79.46423,"43.66518,-79.46423",9190
401,Storm Crow Manor,580 Church Street,Bars,4.0,137,$$,2,43.6667489584503,-79.3816431239247,"43.6667489584503,-79.3816431239247",3907
402,Jules Bistro,924 Queen Street West,French,4.0,75,$$$,3,43.64502,-79.41592,"43.64502,-79.41592",3620
403,Khau Gully,1991 Yonge Street,Indian,4.0,96,$$,2,43.70055,-79.39673,"43.70055,-79.39673",7614
404,Yummy Yummy Dumplings,79 Huron Street,Chinese,4.0,301,$$,2,43.6537999,-79.39598,"43.6537999,-79.39598",2564
405,Frankie's,892 Queen Street E,Italian,4.0,37,,0,43.66054,-79.343175,"43.66054,-79.343175",5122
406,Naan & Kabob,691 Yonge Street,Afghan,4.0,140,$$,2,43.66905,-79.38606,"43.66905,-79.38606",3993
407,Si Lom Thai Bistro,534 Church Street,Thai,4.0,193,$$,2,43.66503,-79.38082,"43.66503,-79.38082",3898
408,Bar Mercurio,270 Bloor Street W,Italian,3.0,56,$$$,3,43.6674817706316,-79.4006463811387,"43.6674817706316,-79.4006463811387",5307
409,Hotopia,45 Carlton Street,Chinese,3.5,26,,0,43.66138,-79.3804,"43.66138,-79.3804",3318
410,Ko'ox Hana,214 Augusta Avenue,Mexican,5.0,11,$$,2,43.65473,-79.40231,"43.65473,-79.40231",3195
411,The Best Kept Secret,6 Eugene Street,Italian,2.5,2,,0,43.7073078,-79.468292,"43.7073078,-79.468292",15809
412,Sansotei Ramen,179 Dundas Street W,Ramen,4.0,933,$$,2,43.655,-79.38643,"43.655,-79.38643",2052
413,Maxx's Kitchen,111 Princes' Boulevard,Canadian (New),3.5,9,,0,43.6338577,-79.4123139,"43.6338577,-79.4123139",2723
414,Sea Witch Fish and Chips,636 Saint Clair Avenue W,Fish & Chips,4.0,136,$$,2,43.6822185,-79.4239619,"43.6822185,-79.4239619",9012
415,Oyster Mine,2035 Yonge Street,Seafood,4.0,35,,0,43.701741,-79.3970147,"43.701741,-79.3970147",7744
416,Indian Roti House,256 Queens Quay W,Indian,4.0,223,$$,2,43.6394,-79.38546,"43.6394,-79.38546",485
417,Avant Gout Restaurant,1108 Yonge Street,French,4.0,21,,0,43.67864,-79.39045,"43.67864,-79.39045",5115
418,Eat Yet,409 Spadina Avenue,Taiwanese,4.5,7,,0,43.6568590804503,-79.39932183325367,"43.6568590804503,-79.39932183325367",2786
419,Birria Catrina,131 Roncesvalles Avenue,Mexican,4.5,3,,0,43.643151,-79.447597,"43.643151,-79.447597",6698
420,Grey Gardens,199 Augusta Avenue,Wine Bars,4.5,124,$$$,3,43.6537999,-79.40143,"43.6537999,-79.40143",2726
421,Egg Bae,189 Augusta Avenue,Breakfast & Brunch,4.0,206,$,1,43.653418218123,-79.4014396490667,"43.653418218123,-79.4014396490667",2766
422,Reign Restaurant + Bar + Bakery,100 Front St W,Steakhouses,4.0,25,,0,43.64558198366306,-79.38185346634992,"43.64558198366306,-79.38185346634992",754
423,Amal,131 Bloor Street W,Lebanese,3.5,64,,0,43.6687639,-79.3923972,"43.6687639,-79.3923972",4833
424,Yupdduk Bloor,612 Bloor Street W,Korean,4.0,26,,0,43.66473,-79.4138,"43.66473,-79.4138",6407
425,Dice Fruit Bar & Cafe,162 Cumberland Street,Juice Bars & Smoothies,4.5,15,,0,43.6698573594879,-79.3932969868183,"43.6698573594879,-79.3932969868183",4748
426,bb.q Chicken,43 Elm St,Chicken Shop,4.5,15,$$,2,43.65728792282371,-79.38379123806953,"43.65728792282371,-79.38379123806953",2917
427,Scaddabush Italian Kitchen & Bar,200 Front Street West,Italian,3.5,268,$$,2,43.644834,-79.385439,"43.644834,-79.385439",514
428,Dave's Hot Chicken,2066 Yonge Street,Chicken Shop,4.0,22,,0,43.70189,-79.39763,"43.70189,-79.39763",7775
429,Napoli Centrale,964 Bathurst Street,Italian,4.5,65,$$,2,43.6695182,-79.4129745,"43.6695182,-79.4129745",6694
430,Town Crier Pub,115 John Street,Pubs,4.0,233,$$,2,43.648038,-79.39009253558704,"43.648038,-79.39009253558704",1564
431,Lambo's Deli & Grocery,176 Bellwoods Avenue,Delis,4.5,36,,0,43.65078,-79.41295,"43.65078,-79.41295",3311
432,Eastside Social,1008 Queen Street E,Seafood,4.5,80,$$,2,43.661432,-79.339113,"43.661432,-79.339113",5318
433,Saku Sushi,478 Queen Street W,Sushi Bars,4.0,526,$$,2,43.6482,-79.4003,"43.6482,-79.4003",1928
434,Nodo - Junction,2885 Dundas Street West,Italian,4.0,204,$$,2,43.6653383989619,-79.4656616449356,"43.6653383989619,-79.4656616449356",9313
435,Herby Restaurant,397 Danforth Ave,Persian/Iranian,4.5,35,,0,43.6774,-79.35147,"43.6774,-79.35147",10144
436,TORA,612B-3401 Dufferin Street,Japanese,4.0,206,$$$,3,43.7244555742087,-79.45526187686,"43.7244555742087,-79.45526187686",29628
437,Oji Seichi,354 Broadview Avenue,Ramen,4.0,27,$$,2,43.66509,-79.35265,"43.66509,-79.35265",5045
438,Mangia & Bevi,260 King Street E,Italian,4.0,234,$$,2,43.6522238965965,-79.366307258606,"43.6522238965965,-79.366307258606",2713
439,Nove Trattoria,1406 Yonge St,Italian,4.0,58,$$,2,43.68674,-79.3937399,"43.68674,-79.3937399",6078
440,Phat Kaphrao,3016B Bathurst Street,Thai,4.5,38,,0,43.7179405382064,-79.4297083094716,"43.7179405382064,-79.4297083094716",12829
441,The Pie Commission,927 The Queensway,Fast Food,4.5,259,$,1,43.6240399,-79.5112045,"43.6240399,-79.5112045",12444
442,King's Tacos,1190 St Clair Avenue W,Mexican,4.0,80,$$,2,43.67803,-79.4440599,"43.67803,-79.4440599",12244
443,Mr.Tonkatsu,520 Bloor Street W,Japanese,4.0,192,$$,2,43.66541,-79.41074,"43.66541,-79.41074",6141
444,Season Six,188 Ossington Ave,Salad,5.0,8,,0,43.64852948725232,-79.42060237123773,"43.64852948725232,-79.42060237123773",4378
445,Grazie Ristorante,2373 Yonge Street,Italian,4.0,476,$$,2,43.70934,-79.39852,"43.70934,-79.39852",8598
446,Casamiento,787 Dupont Street,Salvadoran,5.0,25,,0,43.6705823,-79.4260687,"43.6705823,-79.4260687",8103.999999999999
447,The Pomegranate Restaurant,420 College Street,Middle Eastern,4.0,195,$$,2,43.6569,-79.40694,"43.6569,-79.40694",3193
448,Bar Neon,1226 Bloor Street W,Bars,4.0,72,$$,2,43.6591711775313,-79.439263343811,"43.6591711775313,-79.439263343811",9719
449,Colombian Street Food by Cookie Martinez,1565 Dupont Street,Colombian,4.5,2,,0,43.66532722529222,-79.45313431842331,"43.66532722529222,-79.45313431842331",10183
450,Mexico Lindo,1618 Bayview Ave,Mexican,4.0,70,$$,2,43.706473,-79.3756,"43.706473,-79.3756",12258
451,Union,72A Ossington Avenue,French,4.0,238,$$$,3,43.64577,-79.41974,"43.64577,-79.41974",6559
452,Founder,1282 Dundas St. W,Cocktail Bars,4.0,27,,0,43.6496799,-79.42543,"43.6496799,-79.42543",6974
453,Simit & Chai,787 King Street W,Coffee & Tea,4.0,123,$$,2,43.6429732,-79.4066583,"43.6429732,-79.4066583",2599
454,Banh Mi Ba Le,538 Dundas Street West,Vietnamese,4.5,56,$,1,43.65289,-79.39915,"43.65289,-79.39915",2133
455,Tabule Restaurant,2009 Yonge Street,Middle Eastern,4.0,282,$$,2,43.700983,-79.396863,"43.700983,-79.396863",7746
456,Adobar,200 Dundas St E,Filipino,5.0,5,,0,43.65738,-79.37396,"43.65738,-79.37396",3007
457,Le Sélect Bistro,432 Wellington Street W,French,4.0,454,$$$,3,43.643905577145816,-79.39685231028895,"43.643905577145816,-79.39685231028895",1269
458,Sinaloa Factory,551 Danforth Avenue,Sushi Bars,4.0,14,,0,43.67824,-79.34748,"43.67824,-79.34748",10545
459,Kiro Sushi,4 Collier Street,Japanese,4.0,78,$$,2,43.6722662302551,-79.3874411896101,"43.6722662302551,-79.3874411896101",4742
460,Agora,921 Queen St W,Greek,4.5,9,,0,43.6452833329725,-79.4126565009356,"43.6452833329725,-79.4126565009356",3360
461,Birria Catrina,214 Augusta Avenue,Mexican,4.0,30,,0,43.6547751,-79.4022239754631,"43.6547751,-79.4022239754631",3184
462,Pho 90,90 Weston Road,Vietnamese,4.0,40,$$,2,43.67418848414536,-79.46971396637178,"43.67418848414536,-79.46971396637178",10312
463,Playa Cabana Taqueria,21 St Clair Avenue E,Mexican,4.5,9,,0,43.68808,-79.39277,"43.68808,-79.39277",6842
464,Aloette,171 E Liberty Street,Burgers,4.0,10,,0,43.63832,-79.41776,"43.63832,-79.41776",3323
465,8Mile Detroit Style Pizza,9 Charles Street West,Pizza,4.5,55,,0,43.66848,-79.38678,"43.66848,-79.38678",4057.0000000000005
466,Sophie's,1614 Bayview Avenue,Breakfast & Brunch,4.0,130,$$,2,43.70632,-79.37561,"43.70632,-79.37561",12242
467,Sansotei Ramen,65 Front Street W,Ramen,4.5,13,,0,43.645322,-79.380408,"43.645322,-79.380408",1356
468,Naan and Chai,712 Queen Street W,Pakistani,4.0,38,,0,43.646337,-79.4088734,"43.646337,-79.4088734",3036
469,Arabesque Middle Eastern Foods,1068 College Street,Middle Eastern,4.5,30,$,1,43.65307,-79.43096,"43.65307,-79.43096",7426
470,Raps Authentic Jamaican,1541 Eglinton Avenue W,Caribbean,4.0,98,$$,2,43.69746,-79.441,"43.69746,-79.441",11162
471,Positano Restaurant,633 Mount Pleasant Road,Pizza,4.0,61,$$,2,43.70471,-79.3884,"43.70471,-79.3884",8659
472,Nusa Dua Kitchen & Bar,56 Bathurst Street,Indonesian,3.5,26,,0,43.64221,-79.40224,"43.64221,-79.40224",2058
473,D Azur,60 Yorkville Avenue,French,4.0,1,,0,43.67162,-79.38971,"43.67162,-79.38971",4516
474,Mapo Pocha Soju Bar,680 Bloor Street W,Korean,5.0,3,,0,43.6640448,-79.41676136022515,"43.6640448,-79.41676136022515",6650
475,DOVA,229 Carlton Street,Italian,4.0,20,,0,43.6639976576369,-79.3686444684863,"43.6639976576369,-79.3686444684863",4334
476,Food 88,55 Sherbourne Street,Vietnamese,4.5,10,$,1,43.65168,-79.36812,"43.65168,-79.36812",2514
477,Oakwood Hardware Food & Drink,337 Oakwood Avenue,Gastropubs,4.0,53,$$,2,43.6862185521566,-79.4381985948438,"43.6862185521566,-79.4381985948438",10469
478,Buk Chang Dong Soon Tofu,691 Bloor Street W,Korean,4.0,478,$$,2,43.66363,-79.4169299,"43.66363,-79.4169299",6717
479,Pukka Pukka,2633 Yonge Street,Indian,5.0,11,,0,43.71536,-79.39986,"43.71536,-79.39986",9279
480,SHINYI Handmade Dumplings,641 Yonge Street,Dumplings,4.0,12,,0,43.6678187,-79.385492,"43.6678187,-79.385492",3848
481,Sunrise House,661 Bloor Street W,Korean,4.0,216,$$,2,43.66401,-79.41561,"43.66401,-79.41561",6563
482,Bonimi,3319 Bloor Street  W,Cafes,4.5,44,$$,2,43.64513,-79.52041,"43.64513,-79.52041",12726
483,El Catrin Destileria,18 Tank House Lane,Mexican,3.5,1009,$$$,3,43.65052,-79.35883,"43.65052,-79.35883",2900
484,Henrietta Lane,394 King Street E,Cafes,4.5,13,,0,43.654067,-79.361242,"43.654067,-79.361242",3177
485,Now Acor,932 Dundas Street W,Restaurants,4.0,1,,0,43.65096,-79.41333,"43.65096,-79.41333",3360
486,Superfresh,384 Bloor Street W,Asian Fusion,4.0,29,$$,2,43.66632,-79.40655,"43.66632,-79.40655",5826
487,Pho Linh,1156 College Street W,Vietnamese,4.0,238,$,1,43.65241,-79.43411,"43.65241,-79.43411",6918
488,Bobbie Sue's Mac & Cheese,162 Ossington Avenue,Comfort Food,4.0,146,$,1,43.6478899,-79.42041,"43.6478899,-79.42041",6823
489,Hodo Kwaja,656 Bloor Street W,Bakeries,4.5,240,$,1,43.66438,-79.41557,"43.66438,-79.41557",6548
490,Tut's Egyptian Street Food,567 King Street West,Egyptian,4.0,78,,0,43.6444283,-79.399433,"43.6444283,-79.399433",1555
491,Sunnyside Pavilion Cafe,1755 Lake Shore Boulevard W,Diners,3.0,55,$$,2,43.6377,-79.45739,"43.6377,-79.45739",6385
492,Homemade Ramen,263 Spadina Avenue,Chinese,4.0,270,$$,2,43.65241,-79.39739,"43.65241,-79.39739",2186
493,Moretti Caffe,188 Cartwright Avenue,Italian,4.5,3,,0,43.72192,-79.47011,"43.72192,-79.47011",17999
494,BOKU,530 Yonge St,Ramen,3.5,27,,0,43.6640394,-79.3844623,"43.6640394,-79.3844623",3421
495,Thai Nyyom,1419 Bloor Street W,Thai,4.5,20,,0,43.6571,-79.4477,"43.6571,-79.4477",9010
496,Yukashi Japanese Cuisine,643A Mount Pleasant Road,Japanese,4.5,41,$$$$,4,43.7049499,-79.3884999,"43.7049499,-79.3884999",8702
497,Khmer Thai Restaurant,1018 St Clair Avenue W,Thai,4.0,138,$$,2,43.67937,-79.43781,"43.67937,-79.43781",12611
498,Fudao noodle house,358 Spadina ave,Chinese,4.0,142,$$,2,43.65461,-79.39905,"43.65461,-79.39905",2256
499,Qin's Garden,435 Spadina Avenue,Chinese,4.0,17,,0,43.65739,-79.39933,"43.65739,-79.39933",2739
500,Sofia,99 Yorkville Ave,Italian,3.0,74,$$$$,4,43.67070443335744,-79.39183766134225,"43.67070443335744,-79.39183766134225",5185
501,Salt and Tobacco,521 Parliament Street,Pizza,4.0,61,$$,2,43.66536,-79.3681299,"43.66536,-79.3681299",4392
502,Cafe Landwer - Yorkdale,3401 Dufferin Street,Cafes,4.5,18,,0,43.72446857911882,-79.4552650725474,"43.72446857911882,-79.4552650725474",29630
503,The Bullger Burger&Steak,348 Queen Street E,Burgers,4.5,6,,0,43.65587,-79.36433,"43.65587,-79.36433",3292
504,Takoyaki6ix,160 Baldwin Street,Asian Fusion,4.5,7,,0,43.6550705,-79.3999101,"43.6550705,-79.3999101",2380
505,Viaggio,1727 Dundas St W,Italian,4.5,23,,0,43.6499275270851,-79.4390283152461,"43.6499275270851,-79.4390283152461",6432
506,Indian Desire,469 Bloor Street W,Indian,4.5,15,,0,43.6659,-79.40672,"43.6659,-79.40672",5815
507,Judaline,162 Danforth Avenue,Canadian (New),4.0,1,,0,43.67673584808673,-79.35742437257584,"43.67673584808673,-79.35742437257584",9602
508,Flame Food+Design,2197 Bloor Street W,Canadian (New),4.5,33,,0,43.6511699407415,-79.4751231579362,"43.6511699407415,-79.4751231579362",10555
509,Kiin,326 Adelaide Street W,Thai,4.0,205,$$$,3,43.647622,-79.3921,"43.647622,-79.3921",1418
510,King Solomon and Queen of Sheba,360 Queen Street E,Ethiopian,4.0,23,$$,2,43.6558058248416,-79.3639365211129,"43.6558058248416,-79.3639365211129",3312
511,Reverie at The Park,569 College Street,Cocktail Bars,4.5,34,$$$,3,43.655164300000045,-79.4127852411055,"43.655164300000045,-79.4127852411055",3589
512,Oretta Midtown,2131 Yonge Street,Breakfast & Brunch,3.5,35,,0,43.70383,-79.39718,"43.70383,-79.39718",7985
