,Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude,coordinates,Distance
513,The Shore Club - Toronto,155 Wellington Street W,Seafood,4.0,197,$$$,3,43.6456057670746,-79.3865740299225,"43.6456057670746,-79.3865740299225",1152
514,L’Avenue,583 Parliament Street,French,4.5,3,,0,43.667407545592894,-79.36909639999999,"43.667407545592894,-79.36909639999999",4632
515,Writers Room Bar,4 Avenue Road,Bars,3.5,6,,0,43.6692689,-79.3950356,"43.6692689,-79.3950356",5022
516,Rio 40 Restaurant,1256 Saint Clair Avenue West,Brazilian,4.0,63,$$,2,43.67747,-79.44643,"43.67747,-79.44643",11917
517,Chiang Mai Thai Kitchen,353 Danforth Avenue,Thai,4.5,13,,0,43.67715517577863,-79.35294013470411,"43.67715517577863,-79.35294013470411",10159
518,Joni Restaurant,4 Avenue Road,Bistros,4.0,13,,0,43.66919,-79.39471,"43.66919,-79.39471",4842
519,The Commoner,2067 Dundas Street W,Gastropubs,4.0,59,,0,43.65191,-79.44797,"43.65191,-79.44797",8204
520,Sunny’s Chinese,6-14 60 Kensington Avenue,Chinese,4.5,10,,0,43.65431825959942,-79.40086289999999,"43.65431825959942,-79.40086289999999",2420
521,J's Steak Frites,1198 Queen Street W,Steakhouses,4.5,10,,0,43.64277418086487,-79.4265867,"43.64277418086487,-79.4265867",5772
522,Scotty Bons Caribbean Grill,402 Bloor St W,Caribbean,4.0,17,,0,43.6660368,-79.4077334,"43.6660368,-79.4077334",5890
523,Batifole Restaurant,744 Gerrard Street E,French,4.0,80,$$$,3,43.66678,-79.34733,"43.66678,-79.34733",5524
524,Roti Cuisine of India,308 Dupont Street,Indian,4.5,118,$$,2,43.67479,-79.40836,"43.67479,-79.40836",6619
525,Hot Pot Restaurant,1545 Eglinton Avenue  W,Caribbean,4.5,27,$$,2,43.6974669682301,-79.4413521140814,"43.6974669682301,-79.4413521140814",11189
526,Teller's Bar and Lounge,One King West Hotel & Residence,International,4.5,5,$$,2,43.64882,-79.37805,"43.64882,-79.37805",1650
527,Poke Guys,112 Elizabeth Street,Hawaiian,4.0,373,$$,2,43.65484,-79.38517,"43.65484,-79.38517",2455
528,Papamio's,934 Manning Avenue,Cafes,5.0,11,,0,43.67196,-79.41928,"43.67196,-79.41928",7532
529,RYUS Noodle Bar,786 Broadview Avenue,Ramen,4.0,386,$$,2,43.6771,-79.35905,"43.6771,-79.35905",9364
530,Tea N Bannock,1294 Gerrard Street E,American (Traditional),4.5,44,$$,2,43.671182,-79.3273557,"43.671182,-79.3273557",8438
531,Dessert Lady Café,1 Sultan Street,Desserts,4.0,18,,0,43.6687719038749,-79.3902338231143,"43.6687719038749,-79.3902338231143",4608
532,El Sazón Mexicano,1284 St Clair Avenue W,Mexican,4.5,9,,0,43.6770608350774,-79.4477873673694,"43.6770608350774,-79.4477873673694",11735
533,Woods Restaurant & Bar,45 Colborne Street,Canadian (New),4.0,90,$$$,3,43.6489963,-79.3750324,"43.6489963,-79.3750324",1824
534,Edomae Kiyomi,76 Gerrard Street E,Sushi Bars,4.0,25,$$$$,4,43.66012,-79.37813,"43.66012,-79.37813",3175
535,Bacan,369 Roncesvalles Avenue,Argentine,3.5,19,,0,43.6501,-79.4502,"43.6501,-79.4502",8101.000000000001
536,La Carnita,106 John Street,Mexican,3.5,441,$$,2,43.6475853662168,-79.3903893378564,"43.6475853662168,-79.3903893378564",1213
537,Avenue Open Kitchen,7 Camden Street,Diners,4.0,136,$,1,43.647147,-79.3962388,"43.647147,-79.3962388",2188
538,Little Sister,2031 Yonge Street,Indonesian,3.5,216,$$,2,43.7015676,-79.3970751,"43.7015676,-79.3970751",7726
539,Rincón Paisa,1881 Eglinton Avenue W,Colombian,4.0,1,,0,43.69525596181634,-79.45163436233997,"43.69525596181634,-79.45163436233997",14712
540,Mapo Korean BBQ,708 Bloor Street W,Barbeque,4.0,61,$$,2,43.6639096,-79.4177539,"43.6639096,-79.4177539",6732
541,The Carbon Bar,99 Queen Street East,Barbeque,4.0,407,$$$,3,43.6531872633836,-79.3747868765724,"43.6531872633836,-79.3747868765724",2700
542,Knuckle Sandwich,969 Coxwell Avenue,Poutineries,4.0,117,$$,2,43.69626,-79.3285,"43.69626,-79.3285",12631
543,Tasty's Caribbean Restaurant,405 Spadina Avenue,Caribbean,4.0,91,$,1,43.6567777,-79.3992574,"43.6567777,-79.3992574",2796
544,MARKED Restaurant,132 John Street,Cocktail Bars,4.0,56,$$$,3,43.6486087,-79.3908633,"43.6486087,-79.3908633",1333
545,Pho Ha Noi,372 College Street,Vietnamese,3.5,3,,0,43.65720728121961,-79.40486250000001,"43.65720728121961,-79.40486250000001",3023
546,Mamakas Taverna,80 Ossington Avenue,Greek,4.0,224,$$$,3,43.64596,-79.41986,"43.64596,-79.41986",4120
547,Upper Deck Bar,Toronto Island Marina,Cocktail Bars,4.0,7,$$,2,43.6236766256497,-79.3813701906625,"43.6236766256497,-79.3813701906625",
548,Bi Bim Bap,950 Eglinton Avenue W,Korean,4.0,79,$$,2,43.70055,-79.4287204,"43.70055,-79.4287204",10161
549,Amsterdam Barrel House,87 Laird Drive,Breweries,3.5,64,$$,2,43.70618,-79.36112,"43.70618,-79.36112",14693
550,Rudy,69 Duncan Street,Burgers,4.0,87,$,1,43.64973,-79.38907,"43.64973,-79.38907",1708
551,Chito's Pizza,1308 Bloor Street W,Pizza,4.0,61,$,1,43.6585899,-79.4425399,"43.6585899,-79.4425399",9449
552,Kinoya Sushi Bar,293 King Street W,Sushi Bars,4.0,69,,0,43.64629,-79.38997,"43.64629,-79.38997",1075
553,La Carnita,501 College Street,Mexican,3.5,540,$$,2,43.656012010874,-79.4096839427948,"43.656012010874,-79.4096839427948",3381
554,Mattachioni,1617 Dupont Street,Italian,4.0,45,$$,2,43.6648758891217,-79.4549725527003,"43.6648758891217,-79.4549725527003",10027
555,MADO - Dufferin,3300 Dufferin Street,Desserts,3.5,23,$$,2,43.72143559265705,-79.4568587490738,"43.72143559265705,-79.4568587490738",35296
556,Pompette,597 College Street,Cocktail Bars,4.5,10,,0,43.65503,-79.41394,"43.65503,-79.41394",3747
557,Lady Marmalade,265 Broadview Avenue,Breakfast & Brunch,4.0,624,$$,2,43.66319,-79.35134,"43.66319,-79.35134",5298
558,Pii Nong Thai,1677 Bayview Avenue,Thai,4.0,64,$$,2,43.707555,-79.3756631,"43.707555,-79.3756631",12376
559,The Captain's Boil,2655 Yonge St,Cajun/Creole,4.5,33,,0,43.71582,-79.39989,"43.71582,-79.39989",9376
560,The Cherie  Bistro,538 Church Street,Italian,4.0,22,,0,43.66512696886883,-79.3808928,"43.66512696886883,-79.3808928",3753
561,Chop Chop,771 Dundas Street W,Chinese,4.0,76,$,1,43.6519395,-79.40702,"43.6519395,-79.40702",3307
562,Comal Y Canela,1692B Jane Street,Mexican,4.5,103,$$,2,43.70326,-79.50419,"43.70326,-79.50419",16347.999999999998
563,Gyu-Kaku Japanese BBQ,81 Church Street,Japanese,4.0,202,$$$,3,43.6515,-79.37482,"43.6515,-79.37482",2150
564,Masseria,577 King Street W,Pizza,4.0,69,$$,2,43.64431,-79.39959,"43.64431,-79.39959",1680
565,Rudy,619 College Street,Burgers,4.0,177,$$,2,43.65489,-79.41474,"43.65489,-79.41474",3806
566,La Chilaca Taqueria,214 Augusta Avenue,Mexican,4.5,62,$,1,43.654581,-79.4024681,"43.654581,-79.4024681",3221
567,Three Brothers Restaurant,657 The Queensway,Mediterranean,4.5,8,$$$$,4,43.6270902973831,-79.4986541569233,"43.6270902973831,-79.4986541569233",10085
568,El Trompo Taco Bar,277 Augusta Ave,Mexican,4.0,352,$$,2,43.65591,-79.40227,"43.65591,-79.40227",3097
569,Wow Sushi,11 Charles Street,Sushi Bars,4.0,424,$$,2,43.6685157490107,-79.3868207931519,"43.6685157490107,-79.3868207931519",4054.9999999999995
570,Ueno,75 Sherbourne St,Sushi Bars,4.5,20,$$,2,43.65264,-79.36849,"43.65264,-79.36849",2625
571,Bloom,596 Yonge street,Cafes,4.5,64,,0,43.66549,-79.38501,"43.66549,-79.38501",3589
572,Merci Mon Ami,171 E Liberty St,Caterers,4.0,34,$$,2,43.63832,-79.41776,"43.63832,-79.41776",3323
573,Lekker,237 Augusta Avenue,Waffles,4.5,102,$$,2,43.65469,-79.40175,"43.65469,-79.40175",3242
574,Musoshin Ramen,9 Boustead Ave,Ramen,4.0,30,$$,2,43.6533636,-79.4521349,"43.6533636,-79.4521349",8151
575,Keating Channel Pub & Grill,2 Villiers St,Pubs,4.0,44,$$,2,43.64763,-79.35337,"43.64763,-79.35337",3289
576,Mr. X Kitchen,394 Bloor Street W,Asian Fusion,5.0,5,,0,43.66618,-79.40718,"43.66618,-79.40718",5842
577,Fusaro's Kitchen,147 Spadina Avenue,Italian,4.0,153,$$,2,43.64808,-79.39556,"43.64808,-79.39556",1518
578,Artisan Plus,122 Dundas St W,Noodles,4.0,55,$$,2,43.65578,-79.38444,"43.65578,-79.38444",2494
579,WVRST Union Station,65 Front Street West,Beer Bar,4.0,61,$$,2,43.644936,-79.381269,"43.644936,-79.381269",1437
580,Delicious Empanadas,2438 Dufferin Street,Colombian,4.5,14,$$,2,43.69816,-79.45156,"43.69816,-79.45156",14534
581,Union Social Eatery,21 Saint Clair Avenue W,American (Traditional),4.0,167,$$,2,43.687794516424,-79.3950692564249,"43.687794516424,-79.3950692564249",6285
582,Young Tea,990 Saint Clair Avenue W,Bubble Tea,5.0,1,,0,43.6795572,-79.4369697,"43.6795572,-79.4369697",12649
583,Limon,1968 Queen Street E,Middle Eastern,4.5,33,,0,43.6698837,-79.3017345,"43.6698837,-79.3017345",8207
584,Flor de Sal,501 Davenport Road,Modern European,4.0,47,$$$,3,43.6775398,-79.4070129,"43.6775398,-79.4070129",6357
585,My Roti Place,12 Queens Quay W,Indian,4.0,22,,0,43.6417148967486,-79.3757710173493,"43.6417148967486,-79.3757710173493",1265
586,Athens Restaurant,707 Danforth Avenue,Greek,4.0,88,$$,2,43.6789599,-79.34341,"43.6789599,-79.34341",10505
587,Harbord House,124 Harbord Street,Pubs,3.5,111,$$,2,43.66284306860238,-79.40442251238142,"43.66284306860238,-79.40442251238142",6105
588,Happy Burger,881 Yonge Street,Hot Dogs,4.5,12,$$,2,43.6743209,-79.3880618,"43.6743209,-79.3880618",4601
589,Capocaccia Trattoria,1366 Yonge Street,Pizza,3.5,82,$$,2,43.6858784,-79.393189,"43.6858784,-79.393189",5947
590,Kupfert & Kim,100 Bloor Street W,Gluten-Free,4.5,9,,0,43.6697979431727,-79.391163289547,"43.6697979431727,-79.391163289547",4552
591,Roses New York,135 Fort York Boulevard,Persian/Iranian,3.0,54,$$,2,43.6388697,-79.3988715,"43.6388697,-79.3988715",1526
592,Vietlicious Toronto,335 Yonge Street,Vietnamese,4.5,4,,0,43.6573398319754,-79.3810402974486,"43.6573398319754,-79.3810402974486",2665
593,EPOCH Bar & Kitchen Terrace,181 Wellington St W,Gastropubs,4.0,12,,0,43.64513295896624,-79.38702542402709,"43.64513295896624,-79.38702542402709",1103
594,Caramel Café,1059 Bloor Street W,Cafes,5.0,1,,0,43.66034466470012,-79.4325104,"43.66034466470012,-79.4325104",7980
595,Le Paradis Brasserie Bistro,166 Bedford Road,French,3.5,109,$$,2,43.67506,-79.40025,"43.67506,-79.40025",5601
596,Takht-e Tavoos,1120 College Street,Persian/Iranian,4.5,128,$$,2,43.6524676,-79.4329894,"43.6524676,-79.4329894",6830
597,BlueBlood Steakhouse,1 Austin Terrace,Steakhouses,3.5,155,$$$$,4,43.6781099,-79.40948,"43.6781099,-79.40948",8436
598,Dakgogi,25 Wellesley Street E,Korean,3.5,30,$$,2,43.6650293854544,-79.38326930030159,"43.6650293854544,-79.38326930030159",3621
599,Chick-fil-A,709 Yonge St,Fast Food,4.0,115,$$,2,43.669550169591965,-79.38614762542414,"43.669550169591965,-79.38614762542414",4061
600,STK Toronto,153 Yorkville Avenue,Steakhouses,3.5,216,$$$$,4,43.6703238,-79.3941847,"43.6703238,-79.3941847",4993
601,Harry's Charbroiled,293 Palmerston Avenue,Burgers,3.5,72,$$,2,43.65562528599897,-79.40989222586079,"43.65562528599897,-79.40989222586079",3481
602,Stock Bar,2388 Yonge Street,Steakhouses,3.0,107,$$$,3,43.70925,-79.39937,"43.70925,-79.39937",8613
603,Himalayan Kitchen,1526 Queen Street W,Indian,4.5,142,$$,2,43.6403,-79.43889,"43.6403,-79.43889",5416
604,Three Kingdoms Pizza,5 Baldwin Street,Pizza,4.5,9,,0,43.65606780226923,-79.3924699,"43.65606780226923,-79.3924699",2385
605,Enigma,23 St Thomas Street,Modern European,4.0,22,,0,43.6688888,-79.3906134,"43.6688888,-79.3906134",4549
606,The Arch Café,293 Augusta Ave.,Breakfast & Brunch,4.5,13,,0,43.65634473576003,-79.40261429703932,"43.65634473576003,-79.40261429703932",3005
607,Bao Mama,4419 Sheppard Avenue E,Asian Fusion,4.5,24,,0,43.7873714,-79.268684,"43.7873714,-79.268684",27302
608,Chat Bar Downtown,307 Spadina Avenue,Chinese,4.0,6,,0,43.6538019342198,-79.3980656951065,"43.6538019342198,-79.3980656951065",2316
609,Sabor Carioca,1702 St Clair Ave W,Brazilian,5.0,1,,0,43.67464,-79.45927,"43.67464,-79.45927",10814
610,Lucia,1595 Dupont Street,Italian,4.0,10,,0,43.66494,-79.45418,"43.66494,-79.45418",10117
611,Actinolite Restaurant,971 Ossington Avenue,Canadian (New),4.0,85,$$$$,4,43.6678849,-79.4280907,"43.6678849,-79.4280907",8083
612,Pie Bar,207 Queens Quay W,Pizza,3.5,46,$$,2,43.6382664027863,-79.3804673190485,"43.6382664027863,-79.3804673190485",770
613,Akai Sushi,168 Major Street,Japanese,4.0,91,$$,2,43.66259,-79.40505,"43.66259,-79.40505",3510
614,Piano Piano,88 Harbord Street,Italian,3.5,296,$$$,3,43.66303229653549,-79.40288046153165,"43.66303229653549,-79.40288046153165",3328
615,Kanto by Tita Flips,2986 Dundas Street W,Filipino,4.5,12,$$,2,43.6658062446667,-79.469048269093,"43.6658062446667,-79.469048269093",9649
616,Members Only Waffle house,252 Queen Street W,Waffles,4.5,15,,0,43.6500663,-79.3913874,"43.6500663,-79.3913874",1502
617,Alexandros,5 Queens Quay W,Greek,3.5,143,$,1,43.64147,-79.37522,"43.64147,-79.37522",1300
618,Ehwa J Bar,16 Isabella Street,Bars,4.0,59,$$,2,43.667825,-79.385215,"43.667825,-79.385215",3899
619,The Poke Box,36 Toronto Street,Salad,4.5,176,$$,2,43.6505,-79.37657,"43.6505,-79.37657",1999
620,Skylight Rooftop Bar,90 Bloor Street E,Desserts,3.5,7,,0,43.670892665592,-79.3845954,"43.670892665592,-79.3845954",4976
621,Dimmi Bar & Trattoria,140 Cumberland St,Italian,3.5,214,$$,2,43.67017,-79.3927,"43.67017,-79.3927",4693
622,Deer Garden Signatures,770 Bay Street,Chinese,3.5,14,,0,43.660243034536,-79.38589945435524,"43.660243034536,-79.38589945435524",3395
623,Zakkushi On Carlton,193 Carlton Street,Japanese,4.0,324,$$$,3,43.66343,-79.37062,"43.66343,-79.37062",4185
624,Think It Pensa Italiano,196 Borden Street,Coffee & Tea,4.5,7,,0,43.6619200689594,-79.4072854910697,"43.6619200689594,-79.4072854910697",3634
625,Frankie's,994 Queen Street W,Breakfast & Brunch,4.0,189,$$,2,43.6445099,-79.41842,"43.6445099,-79.41842",3829
626,M'Zaar Restaurant,668 Yonge Street,Lebanese,4.0,148,$,1,43.6672475,-79.3855441,"43.6672475,-79.3855441",3788
627,Aish Tanoor,994 Eglinton Avenue W,Kosher,4.0,40,$$,2,43.70038,-79.42955,"43.70038,-79.42955",10230
628,Yamato Japanese Restaurant,24 Bellair Street,Japanese,3.5,195,$$$,3,43.670701023097,-79.391142608675,"43.670701023097,-79.391142608675",4694
629,Gordo EX Cafe,1048 Bathurst Street,Venezuelan,3.5,43,$$,2,43.6722312,-79.4143193,"43.6722312,-79.4143193",7021
630,Osgoode Hall Restaurant,130 Queen Street W,Canadian (New),4.5,28,$$$,3,43.652187,-79.385138,"43.652187,-79.385138",1730
631,Lucy Ethiopian Restaurant,1690 Danforth Avenue,Ethiopian,4.5,71,$$,2,43.6841128,-79.3207142,"43.6841128,-79.3207142",9226
632,Ossington Stop,1543 Dundas Street W,Pubs,4.0,23,$$,2,43.649634426854185,-79.43327829246147,"43.649634426854185,-79.43327829246147",6602
633,Death & Taxes Free House,1154 Queen Street W,American (Traditional),4.0,38,$$,2,43.64311,-79.42496,"43.64311,-79.42496",5990
634,Orote,276 Havelock Street,Korean,4.5,6,,0,43.66018,-79.4324,"43.66018,-79.4324",8000.999999999999
635,Bamiyan Kabob,62 Overlea Boulevard,Afghan,4.0,153,$$,2,43.70779,-79.34344,"43.70779,-79.34344",12503
636,Siempre Restaurant,348 Front Street W,Breakfast & Brunch,4.0,83,$$,2,43.643393311738,-79.3922074406298,"43.643393311738,-79.3922074406298",1081
637,Light Cafe,23 Baldwin Street,Cafes,4.0,243,$$,2,43.65594,-79.393,"43.65594,-79.393",2430
638,Bocconcini Toronto,96 Gerrard Street E,Pizza,4.5,23,,0,43.6603,-79.37748,"43.6603,-79.37748",3469
639,Souv Like,708 Pape Avenue,Greek,4.5,85,$,1,43.67948,-79.34532,"43.67948,-79.34532",10478
640,Akira Back,80 Blue Jays Way,Japanese,4.0,192,$$$$,4,43.64541,-79.3923,"43.64541,-79.3923",1283
641,Terrazza,372 Harbord Street,Italian,4.0,50,$$,2,43.6590509,-79.4223089,"43.6590509,-79.4223089",7966
642,Boukan,452 Kingston Road,Burgers,4.5,11,,0,43.67712,-79.30402,"43.67712,-79.30402",8611
643,Pizzeria Badiali,181 Dovercourt Road,Pizza,4.0,60,,0,43.64613362136124,-79.4232162456155,"43.64613362136124,-79.4232162456155",6521
644,Azabu,5 Glen Cameron Road,Japanese,4.5,11,,0,43.80555,-79.42004,"43.80555,-79.42004",35228
645,Chew Chew's Diner,186 Carlton Street,Diners,4.0,106,$$,2,43.6634891,-79.3722871,"43.6634891,-79.3722871",4909
646,The Carlton Restaurant,Holiday Inn,Canadian (New),4.5,7,,0,43.6617125,-79.3811043,"43.6617125,-79.3811043",3274
647,Don Quixote,1331 1/2 St. Clair Avenue W,Portuguese,4.0,5,,0,43.67672,-79.44874,"43.67672,-79.44874",11651
648,Joe Bird,207 Queens Quay W,Chicken Shop,3.5,109,$$,2,43.6383087592629,-79.3802657568199,"43.6383087592629,-79.3802657568199",770
649,Paracas Peruvian,992 St.Clair Avenue W,Peruvian,3.5,25,$$,2,43.6794411,-79.436944,"43.6794411,-79.436944",12647
650,Urban House,718 Queen Street E,Pubs,4.5,13,$,1,43.6590232165887,-79.3496101722121,"43.6590232165887,-79.3496101722121",4326
651,Mashu Mashu Mediterranean Grill,387 Spadina Road,Mediterranean,3.5,36,$$,2,43.68835,-79.41231,"43.68835,-79.41231",8060.000000000001
652,Atai Bistro,3047 Dundas Street W,Moroccan,4.5,9,,0,43.66540485316184,-79.47101432830095,"43.66540485316184,-79.47101432830095",9744
653,Trattoria Mercatto,220 Yonge Street,Italian,3.5,224,$$,2,43.65367,-79.38007,"43.65367,-79.38007",2215
654,School Restaurant,70 Fraser Avenue,Bakeries,3.5,629,$$,2,43.63784,-79.42435,"43.63784,-79.42435",5246
655,Completo,337 Broadview Ave,Latin American,4.5,13,,0,43.6648243976782,-79.3521867220123,"43.6648243976782,-79.3521867220123",4994
656,Oroshi Fish Co,962 College Street,Japanese,4.5,17,,0,43.65359,-79.42735,"43.65359,-79.42735",7255
657,Anejo,600 King Street W,Bars,3.5,54,,0,43.64474,-79.39992,"43.64474,-79.39992",1874
658,Zao,421 Dundas Street W,Chinese,3.0,1,,0,43.65318,-79.39524,"43.65318,-79.39524",2517
659,Eggspectation,483 Bay Street,Breakfast & Brunch,4.0,751,$$,2,43.6532721,-79.3812455,"43.6532721,-79.3812455",2195
660,Saemaeul Sikdang,7335 Yonge Street,Korean,4.5,15,,0,43.8061909,-79.421228,"43.8061909,-79.421228",35017
661,Against the Grain,25 Dockside Drive,Canadian (New),2.5,294,$$,2,43.64365,-79.36633,"43.64365,-79.36633",2194
662,KINKA IZAKAYA ANNEX,559 Bloor St W,Japanese,4.0,500,$$,2,43.665157,-79.410658,"43.665157,-79.410658",6146
663,BBQ Express,1240 Bay Street,Fast Food,4.5,11,,0,43.6703239574042,-79.3906814977527,"43.6703239574042,-79.3906814977527",4532
664,Soulas Modern Greek Cuisine,500 A Danforth Avenue,Greek,4.0,61,,0,43.6782533846538,-79.348819591105,"43.6782533846538,-79.348819591105",10014
665,Sassafraz,100 Cumberland Street,French,3.5,405,$$$,3,43.6702957,-79.3910686,"43.6702957,-79.3910686",4562
666,Utsav,69 Yorkville Ave,Food Delivery Services,4.0,133,$$,2,43.67094,-79.39086,"43.67094,-79.39086",4630
667,Salsa Venezuelan Street Food,341 Jane Streeet,Hot Dogs,4.5,12,,0,43.65731,-79.48719,"43.65731,-79.48719",10736
668,Avenue Diner,222 Davenport Rd,Diners,2.5,23,$$,2,43.67484,-79.39716,"43.67484,-79.39716",5342
669,Kellys Landing,123 Front Street W,Sports Bars,3.5,186,$$,2,43.6448899,-79.38305,"43.6448899,-79.38305",580
670,The Comrade,758 Queen Street E,Lounges,4.0,83,$$,2,43.659392263038,-79.347948327349,"43.659392263038,-79.347948327349",4465
671,Ten Miles BBQ,359 Spadina Avenue,Chinese,5.0,2,,0,43.65560554835875,-79.39881780195327,"43.65560554835875,-79.39881780195327",2931
672,Tamasha,1835 Yonge Street,Bars,4.0,35,,0,43.6966941797291,-79.3960532918572,"43.6966941797291,-79.3960532918572",7177
673,The Arepa Republic,76 Densley Avenue,Venezuelan,4.5,18,,0,43.7053574,-79.4712085,"43.7053574,-79.4712085",14926
674,Robot Boil House,895 Yonge Street,Seafood,4.0,19,$$$,3,43.67471,-79.38819,"43.67471,-79.38819",4848
675,Latin World,1229 Bloor Street W,Latin American,3.5,51,$$,2,43.6586,-79.44074,"43.6586,-79.44074",9588
676,Pokito,420 Queen Street W,Hawaiian,4.0,158,$$,2,43.64864,-79.398,"43.64864,-79.398",1744
677,Lee Chen Bistro,813 Yonge Street,Dim Sum,3.5,173,$$,2,43.672372,-79.387436,"43.672372,-79.387436",4378
678,Nando's Peri-Peri,832 Bay Street,Fast Food,3.5,227,$$,2,43.66223164,-79.38655451,"43.66223164,-79.38655451",3616
679,Casa Manila,508 Danforth Avenue,Filipino,4.5,3,,0,43.678411482399575,-79.34886585921049,"43.678411482399575,-79.34886585921049",10062
680,La Cantina Del Pueblo,671 College Street,Mexican,4.5,7,,0,43.6549768992403,-79.4171094259697,"43.6549768992403,-79.4171094259697",3993
681,Umami Poke,1252 Yonge Street,Hawaiian,4.5,55,$$,2,43.68318,-79.39229,"43.68318,-79.39229",5641
682,La Cubana,392 Roncesvalles Avenue,Cuban,3.5,229,$$,2,43.65087,-79.45106,"43.65087,-79.45106",8000
683,Kono Pizza,,Pizza,4.5,2,,0,43.67434,-79.39653,"43.67434,-79.39653",5409
684,EAT BKK Thai Bar & Restaurant ,513 Bloor Street W,Thai,4.0,18,,0,43.666331,-79.406586,"43.666331,-79.406586",5828
685,Gus Tacos,1533 Queen St W,Mexican,4.5,11,,0,43.63946271337762,-79.44262970972214,"43.63946271337762,-79.44262970972214",5731
686,Au Pain Doré,81 Front Street E,Coffee & Tea,5.0,8,,0,43.64873175966658,-79.3725058,"43.64873175966658,-79.3725058",2144
687,The Dog and Tiger Kitchen and Bar,537 College St,Cocktail Bars,4.5,8,$$,2,43.65549,-79.41142,"43.65549,-79.41142",3545
688,One Restaurant,116 Yorkville Avenue,Canadian (New),3.5,226,$$$$,4,43.6708799,-79.39323,"43.6708799,-79.39323",5113
689,Jumbo Empanadas,245 Augusta Avenue,Latin American,4.0,141,$,1,43.65487,-79.40188,"43.65487,-79.40188",2648
690,Seoulicious,590 Yonge Street,Korean,3.5,76,$$,2,43.6653499,-79.38502,"43.6653499,-79.38502",3574
691,Benny’s Barbecue,2409 Yonge Street,Barbeque,4.5,9,,0,43.710364850816845,-79.39890089036582,"43.710364850816845,-79.39890089036582",8716
692,Samba Brazil Eatery,1646 St Clair Avenue W,Brazilian,4.0,8,,0,43.67498,-79.45728,"43.67498,-79.45728",10971
693,Flaming Stove,21 Davisville Avenue,Middle Eastern,4.5,65,$,1,43.6982689,-79.3957672,"43.6982689,-79.3957672",7436
694,Four Four South Village,474 Yonge Street,Taiwanese,3.5,115,,0,43.6622887692154,-79.3836339335004,"43.6622887692154,-79.3836339335004",3216
695,Buster's Sea Cove,120 Bremner Boulevard,Seafood,3.5,33,$$,2,43.6425663,-79.3830507,"43.6425663,-79.3830507",283
696,The Wood Owl,1380 Danforth Avenue,Tapas/Small Plates,4.5,8,,0,43.68261,-79.32813,"43.68261,-79.32813",11942
697,Pita and Hummus,537 St Clair Ave W,Mediterranean,4.5,8,,0,43.68254,-79.42024,"43.68254,-79.42024",8394
698,Pai Northern Thai Kitchen,1121 Castlefield Avenue,Thai,4.0,1,,0,43.70015,-79.45355,"43.70015,-79.45355",14911
699,Mac & Cheesery,61 Manitoba Drive,Fast Food,2.0,3,,0,43.6349759327594,-79.4197499379516,"43.6349759327594,-79.4197499379516",4074
700,El Charro,493 Danforth Ave,Mexican,3.0,11,,0,43.67782346337035,-79.34923801571131,"43.67782346337035,-79.34923801571131",10019
701,Nodo Leslieville,1192 Queen Street East,Italian,4.0,35,,0,43.66311,-79.33162,"43.66311,-79.33162",5995
702,Karahi Point,60 Overlea Boulevard,Pakistani,5.0,1,,0,43.70779595833205,-79.3443554,"43.70779595833205,-79.3443554",12589
703,Café Boulud,60 Yorkville Avenue,Cafes,3.5,274,$$$$,4,43.6719213,-79.388922,"43.6719213,-79.388922",4455
704,Fonda Balam,802 Dundas Street W,Mexican,4.0,11,,0,43.6519299,-79.40876759999999,"43.6519299,-79.40876759999999",2954
705,Pizzeria Libretto,545 King Street W,Pizza,4.0,117,$$,2,43.64432,-79.39874,"43.64432,-79.39874",1610
706,Conspiracy Pizza,858 Eglinton Avenue E,Pizza,4.5,60,$$,2,43.7136567,-79.3651321,"43.7136567,-79.3651321",16288
707,Fresh On Bloor,326 Bloor Street W,Vegan,3.5,334,$$,2,43.666863,-79.4035738,"43.666863,-79.4035738",5540
708,Harvest Green,200 Wellington Street W,Canadian (New),4.5,35,$,1,43.6461178,-79.3858032,"43.6461178,-79.3858032",1229
709,The Federal,1438 Dundas Street W,Breakfast & Brunch,4.0,172,$$,2,43.6497699,-79.43011,"43.6497699,-79.43011",6611
710,Ultramen,134 Atlantic Ave,Ramen,4.0,21,,0,43.6400125690203,-79.421420249707,"43.6400125690203,-79.421420249707",6122
711,Dukes Refresher,73 Front Street East,American (Traditional),4.0,10,$$,2,43.6485525,-79.3729104,"43.6485525,-79.3729104",2182
712,Chung Chun Rice Dog,615 Bloor Street W,Hot Dogs,4.5,69,,0,43.66443,-79.41375,"43.66443,-79.41375",6407
713,The Carousel Café,Toronto Islands,American (Traditional),2.0,47,$$,2,43.6289467,-79.3944199,"43.6289467,-79.3944199",
714,Helena's Magic Kitchen,122 St. Patrick St,American (Traditional),4.5,29,$,1,43.65355,-79.39014,"43.65355,-79.39014",2145
715,Cali Mexican Grill,3250 Dufferin Street,Mexican,4.0,41,$,1,43.72017,-79.4562,"43.72017,-79.4562",35390
716,Trios Bistro,525 Bay St,Canadian (New),4.0,21,$$,2,43.6545725,-79.3830233,"43.6545725,-79.3830233",2261
717,Que Ling Restaurant,248 Boulton Avenue,Vietnamese,4.0,89,$,1,43.6658199,-79.34941,"43.6658199,-79.34941",5297
