,Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude,coordinates,Distance
0,The Flying Pig,1168 Hamilton Street,Canadian (New),4.0,1247,$$,2,49.27501,-123.122,"49.27501,-123.122",2284.0
1,Kosoo,1128 Robson Street,Korean,4.5,69,$$,2,49.28494,-123.12592,"49.28494,-123.12592",1591.0
2,Fat Mao Noodles,938 Helmcken Street,Noodles,4.5,27,,0,49.2799016,-123.1272458,"49.2799016,-123.1272458",1943.0
3,Miku,200 Granville Street,Japanese,4.5,2107,$$$,3,49.28691753455261,-123.11276314110472,"49.28691753455261,-123.11276314110472",1070.0
4,Kingyo,871 Denman Street,Japanese,4.5,1012,$$,2,49.29061,-123.13714,"49.29061,-123.13714",2544.0
5,Dinesty Dumpling House,1719 Robson Street,Chinese,4.0,900,$$,2,49.2908176,-123.1343912,"49.2908176,-123.1343912",2467.0
6,Guu with Garlic,1698 Robson Street,Japanese,4.5,1021,$$,2,49.290249,-123.1338142,"49.290249,-123.1338142",2541.0
7,Saku,1588 Robson Street,Japanese,4.5,307,$$,2,49.289254,-123.1323215264761,"49.289254,-123.1323215264761",1773.0
8,Twisted Fork,213 Carral Street,French,4.0,1091,$$,2,49.283194,-123.104445,"49.283194,-123.104445",1396.0
9,Seaport City Seafood Restaurant,2425 Cambie Street,Dim Sum,5.0,6,,0,49.263921119674905,-123.115152,"49.263921119674905,-123.115152",5412.0
10,Fable Kitchen,1944 W 4th Avenue,Canadian (New),4.5,752,$$,2,49.2679331,-123.149019,"49.2679331,-123.149019",4434.0
11,Kokoro Tokyo Mazesoba,551 Seymour Street,Japanese,4.0,428,$$,2,49.2833927,-123.115078,"49.2833927,-123.115078",679.0
12,Medina Cafe,780 Richards Street,Breakfast & Brunch,4.0,2540,$$,2,49.2804429972571,-123.117036269849,"49.2804429972571,-123.117036269849",1250.0
13,Phnom Penh,244 E Georgia Street,Cambodian,4.0,1535,$$,2,49.278431,-123.098205,"49.278431,-123.098205",1967.0
14,Chambar,568 Beatty Street,Belgian,4.0,1520,$$$,3,49.2801460007961,-123.109925328073,"49.2801460007961,-123.109925328073",1187.0
15,Manoush'eh,620 Davie Street,Mediterranean,5.0,222,$,1,49.27667072314417,-123.12570086148996,"49.27667072314417,-123.12570086148996",1778.0
16,Happy Noodle House,630 Davie Street,Dim Sum,4.5,60,,0,49.27664,-123.12578,"49.27664,-123.12578",1811.0
17,Forage,1300 Robson Street,Canadian (New),4.0,690,$$,2,49.28707,-123.12925,"49.28707,-123.12925",1754.0
18,Jingle Bao,774 Denman Street,Asian Fusion,4.0,120,$$,2,49.291609,-123.134917,"49.291609,-123.134917",2322.0
19,Fanny Bay Oyster Bar & Shellfish Market,762 Cambie St,Seafood,4.5,696,$$,2,49.2787525,-123.1138689,"49.2787525,-123.1138689",1381.0
20,Hello Nori,1165 Robson Street,Japanese,4.5,156,$$,2,49.2857029,-123.1262438,"49.2857029,-123.1262438",1435.0
21,Jam Cafe on Beatty,556 Beatty Street,Breakfast & Brunch,4.5,1298,$$,2,49.2802586,-123.1096376,"49.2802586,-123.1096376",1164.0
22,Fat Boy Kitchen,6943 Victoria Drive,Hong Kong Style Cafe,4.5,18,,0,49.2209419,-123.0662599,"49.2209419,-123.0662599",10011.0
23,Saku,548 W Broadway,Japanese,4.0,192,$$,2,49.2631251,-123.1166034,"49.2631251,-123.1166034",5213.0
24,Tavola,1829 Robson Street,Italian,4.5,361,$$$,3,49.2918164,-123.1357186,"49.2918164,-123.1357186",2399.0
25,OEB Breakfast Co. Yaletown,1137 Marinaside Crescent,Breakfast & Brunch,4.5,662,$$,2,49.2734341,-123.1192724,"49.2734341,-123.1192724",2345.0
26,Cactus Club Cafe,1085 Canada Place,Canadian (New),4.0,789,$$,2,49.2895176422553,-123.1181077748714,"49.2895176422553,-123.1181077748714",625.0
27,Chef Hung,990 Smithe Street,Taiwanese,4.0,24,,0,49.28199,-123.12424,"49.28199,-123.12424",1261.0
28,Chinatown BBQ,130 E Pender Street,Chinese,4.5,235,$$,2,49.280294,-123.1015,"49.280294,-123.1015",1526.0
29,Blue Water Cafe,1095 Hamilton St,Seafood,4.5,1034,$$$$,4,49.2761945,-123.1209935,"49.2761945,-123.1209935",1907.0
30,Raisu,2340 W 4th Avenue,Japanese,4.0,404,$$,2,49.2679990419609,-123.158381134272,"49.2679990419609,-123.158381134272",5162.0
31,Shiok Singapore Cuisine,1716 Kingsway,Singaporean,4.0,97,$$,2,49.2469321,-123.0693059,"49.2469321,-123.0693059",6563.0
32,Kishimoto Japanese Kitchen,2054 Commercial Drive,Japanese,4.5,505,$$,2,49.2665099,-123.06935,"49.2665099,-123.06935",5444.0
33,Lupo,869 Hamilton Street,Italian,4.5,431,$$$,3,49.27823,-123.1174,"49.27823,-123.1174",1538.0
34,Alibi Room,157 Alexander Street,Pubs,4.5,563,$$,2,49.284201944511,-123.1001915385,"49.284201944511,-123.1001915385",1333.0
35,Joe Fortes Seafood & Chop House,777 Thurlow Street,Seafood,4.0,1203,$$$,3,49.28493,-123.12473,"49.28493,-123.12473",1307.0
36,Botanist,1038 Canada Place,Canadian (New),4.0,347,$$$,3,49.2883099,-123.1167271,"49.2883099,-123.1167271",340.0
37,JOEY Burrard,820 Burrard St,Canadian (New),4.0,529,$$,2,49.2827851242953,-123.12316775322,"49.2827851242953,-123.12316775322",1127.0
38,Bread x Butter Cafe,140-925 West Georgia Street,Cafes,4.0,35,,0,49.2841611,-123.1199654,"49.2841611,-123.1199654",766.0
39,Linh Cafe,1428 Granville Street,Vietnamese,4.0,279,$$,2,49.27465692280362,-123.12954135459871,"49.27465692280362,-123.12954135459871",2208.0
40,Zefferelli's,1136 Robson Street,Italian,4.0,472,$$,2,49.28504,-123.1261,"49.28504,-123.1261",1608.0
41,Fritz European Fry House,718 Davie Street,Fast Food,4.0,789,$,1,49.2772045,-123.1265253,"49.2772045,-123.1265253",1862.0
42,Marulilu Cafe,451 W Broadway,Cafes,4.0,283,$$,2,49.26338,-123.11415,"49.26338,-123.11415",3260.0
43,Uma Sushi,450 W 8th Avenue,Japanese,4.5,109,$$$,3,49.2638048,-123.1137294,"49.2638048,-123.1137294",3230.0
44,Black Rice Izakaya,782 Cambie Street,Japanese,4.0,285,$$,2,49.278444,-123.114329,"49.278444,-123.114329",1446.0
45,Ask For Luigi,305 Alexander Street,Italian,4.0,474,$$,2,49.2844485,-123.0976786,"49.2844485,-123.0976786",1595.0
46,Wabukuro,660 Abbott Street,Japanese,4.5,7,,0,49.27916,-123.10704,"49.27916,-123.10704",1334.0
47,Ramen Danbo,1333 Robson Street,Ramen,4.5,540,$$,2,49.2874959131639,-123.128934167326,"49.2874959131639,-123.128934167326",1715.0
48,Kamei on Broadway,601 W Broadway,Japanese,4.0,8,,0,49.263643,-123.118152,"49.263643,-123.118152",5124.0
49,The Red Accordion,1616 Alberni Street,Cocktail Bars,4.5,59,$$,2,49.29025,-123.131768,"49.29025,-123.131768",1682.0
50,Bao Bei Chinese Brasserie,163 Keefer Street,Chinese,4.0,401,$$$,3,49.2796095312486,-123.100574596039,"49.2796095312486,-123.100574596039",1793.0
51,Tendon Kohaku,840 Howe Street,Japanese,4.0,72,$$,2,49.28107123873706,-123.12179426645872,"49.28107123873706,-123.12179426645872",1479.0
52,AnnaLena,1809 W 1st Avenue,Canadian (New),4.5,334,$$$$,4,49.2708261,-123.1467714,"49.2708261,-123.1467714",3855.0
53,Cardero's Restaurant & Marine Pub,1583 Coal Harbour Quay,Seafood,4.0,615,$$$,3,49.2914561357511,-123.127575841549,"49.2914561357511,-123.127575841549",1508.0
54,Sula,4172 Main Street,Indian,4.5,82,$$,2,49.2479405,-123.1007241,"49.2479405,-123.1007241",5321.0
55,Anh and Chi,3388 Main Street,Vietnamese,4.0,586,$$,2,49.2550314422938,-123.100882202153,"49.2550314422938,-123.100882202153",4563.0
56,Mumu Kitchen,1738 Davie Street,Korean,4.0,23,,0,49.2865679,-123.1410355,"49.2865679,-123.1410355",3115.0
57,Burgoo Bistro,1100 Burrard Street,Comfort Food,4.0,162,$$,2,49.27968,-123.12763,"49.27968,-123.12763",1912.0
58,Alouette Bistro,567 Hornby Street,French,4.0,22,,0,49.2853,-123.11829,"49.2853,-123.11829",600.0
59,Nightingale,1017 West Hastings Street,Live/Raw Food,4.0,451,$$$,3,49.2874110331456,-123.117770967577,"49.2874110331456,-123.117770967577",530.0
60,Hokkaido Ramen Santouka,558 W Broadway,Noodles,4.0,220,$$,2,49.263127,-123.1168917,"49.263127,-123.1168917",5192.0
61,Mott 32,1161 W Georgia Street,Chinese,4.0,164,$$$$,4,49.2868644189919,-123.12453512818163,"49.2868644189919,-123.12453512818163",1259.0
62,La Taqueria Pinche Taco Shop,2450 Yukon Street,Mexican,4.0,679,$$,2,49.263559,-123.112736,"49.263559,-123.112736",3361.0
63,Lunch Lady,1046 Commercial Drive,Vietnamese,4.0,166,$$,2,49.27497,-123.06915,"49.27497,-123.06915",4500.0
64,Heritage Asian Eatery,382 W Broadway,Pan Asian,4.0,87,$$,2,49.26287,-123.11247,"49.26287,-123.11247",3688.0
65,The Mackenzie Room,415 Powell Street,Canadian (New),4.5,179,$$$$,4,49.2832349,-123.0948578,"49.2832349,-123.0948578",1656.0
66,TAKO,601 Expo Boulevard,Korean,4.0,212,$,1,49.278816,-123.1078822,"49.278816,-123.1078822",1559.0
67,Unchai Thai Restaurant,2351 Burrard Street,Thai,4.5,79,,0,49.265112,-123.145913,"49.265112,-123.145913",4513.0
68,So Hyang Korean Cuisine,6345 Fraser Street,Korean,4.0,317,$$,2,49.2271233,-123.0909348,"49.2271233,-123.0909348",11106.0
69,Pourhouse Restaurant,162 Water Street,Cocktail Bars,4.0,541,$$,2,49.2841134475502,-123.10842879595,"49.2841134475502,-123.10842879595",656.0
70,Hai Chi Em,6181 Fraser Street,Vietnamese,4.5,2,,0,49.2285,-123.0909,"49.2285,-123.0909",10954.0
71,Published On Main,3593 Main Street,Tapas/Small Plates,4.5,80,,0,49.25283186017385,-123.10116032897228,"49.25283186017385,-123.10116032897228",4765.0
72,Mount Everest Kitchen & Grill,538 Seymour Street,Indian,4.5,31,,0,49.28343057225757,-123.1142148824853,"49.28343057225757,-123.1142148824853",645.0
73,Fat Mao Noodles,217 E Georgia Street,Asian Fusion,4.0,220,$$,2,49.27881,-123.09893,"49.27881,-123.09893",1882.0
74,La Taqueria Pinche Taco Shop,322 W Hastings Street,Mexican,4.5,511,$$,2,49.282912,-123.110593,"49.282912,-123.110593",722.0
75,Thierry,1059 Alberni Street,Patisserie/Cake Shop,4.0,923,$$,2,49.2848818,-123.1228949,"49.2848818,-123.1228949",1086.0
76,Brix & Mortar,1138 Homer Street,Wine Bars,4.0,312,$$$,3,49.27561628359493,-123.12189775678031,"49.27561628359493,-123.12189775678031",2230.0
77,Hawkers Delight Deli,4127 Main Street,Delis,4.0,350,$,1,49.248375,-123.101287,"49.248375,-123.101287",5231.0
78,La Belle Patate,1215 Davie Street,Fast Food,4.0,533,$$,2,49.2820547306569,-123.133442922354,"49.2820547306569,-123.133442922354",2180.0
79,Holy Chow,433 W Pender Street,Asian Fusion,4.0,26,,0,49.28317639999999,-123.1122509,"49.28317639999999,-123.1122509",719.0
80,Yolks,546 W Broadway,Coffee & Tea,3.5,342,$$,2,49.2631139,-123.1163529,"49.2631139,-123.1163529",5232.0
81,Rorimomo,781 Davie Street,Korean,4.0,28,,0,49.277705275,-123.126947862,"49.277705275,-123.126947862",1923.0
82,The Fish Counter,3825 Main Street,Fish & Chips,4.5,337,$$,2,49.25076,-123.10136,"49.25076,-123.10136",5007.0
83,Di Beppe,8 W Cordova Street,Italian,4.0,132,$$,2,49.2823770558166,-123.10450043738042,"49.2823770558166,-123.10450043738042",1305.0
84,Nuba in Gastown,207 W Hastings Street,Mediterranean,4.0,734,$$$,3,49.2827625062516,-123.109646101134,"49.2827625062516,-123.109646101134",832.0
85,One Bowl,693 W Broadway,Cafes,4.0,12,,0,49.263533857529154,-123.1195716,"49.263533857529154,-123.1195716",5001.0
86,Peaceful Restaurant,110-532 W Broadway,Chinese,3.5,620,$$,2,49.263147,-123.116143,"49.263147,-123.116143",5247.0
87,93 Coffee,1789 Comox Street,Cafes,5.0,1,,0,49.28853156299956,-123.1392191,"49.28853156299956,-123.1392191",2835.0
88,Shanghai River,7831 Westminster Highway,Chinese,4.0,769,$$$,3,49.17074,-123.13848,"49.17074,-123.13848",15520.0
89,Tap & Barrel - Bridges,1696 Duranleau St,Breakfast & Brunch,4.0,35,$$,2,49.2727468,-123.1359964,"49.2727468,-123.1359964",4259.0
90,7-inch Waffle House,107-223 West Broadway,Waffles,4.0,4,,0,49.2633,-123.10988,"49.2633,-123.10988",3695.0
91,Black Frog Eatery,108 Cambie Street,Pubs,4.0,206,$$,2,49.284598,-123.108687,"49.284598,-123.108687",657.0
92,Bovine,1050 W Pender Street,Japanese,4.5,37,,0,49.2868799,-123.11962,"49.2868799,-123.11962",672.0
93,Mazahr Lebanese Kitchen,1488 West 11th Avenue,Lebanese,5.0,37,,0,49.2615511,-123.1383052,"49.2615511,-123.1383052",3854.0
94,España Restaurant,1118 Denman Street,Spanish,4.0,245,$$,2,49.2880552,-123.1404114,"49.2880552,-123.1404114",2884.0
95,Motonobu Udon,3501 E Hastings St,Japanese,4.0,65,$$,2,49.2813968,-123.0280718,"49.2813968,-123.0280718",6764.0
96,Laksa King,2546 E Hastings Street,Burmese,4.0,202,$$,2,49.2810051,-123.0534797,"49.2810051,-123.0534797",4910.0
97,Straight and Marrow,1869 Powell Street,Gastropubs,4.5,25,,0,49.2848302,-123.0661495,"49.2848302,-123.0661495",3782.0
98,K Cafe,2533 Heather Street,Coffee & Tea,4.0,23,$,1,49.2630081,-123.1200714,"49.2630081,-123.1200714",5008.0
99,John 3:16 Malaysian Delights,1063 W Broadway,Malaysian,4.0,37,,0,49.26371,-123.12812,"49.26371,-123.12812",4427.0
100,Jägerhof Restaurant,71 Lonsdale Avenue,German,4.0,110,$$,2,49.31176,-123.07923,"49.31176,-123.07923",11157.0
101,Le Crocodile Restaurant,909 Burrard Street,French,4.5,425,$$$$,4,49.2822815356982,-123.124911131657,"49.2822815356982,-123.124911131657",1262.0
102,Yu Shang Hot Pot,202-950 W Broadway,Hot Pot,4.5,68,,0,49.263149,-123.125629,"49.263149,-123.125629",4558.0
103,PiDGiN,350 Carrall Street,Japanese,4.0,314,$$$,3,49.2819071402452,-123.104188653967,"49.2819071402452,-123.104188653967",1262.0
104,Meat & Bread,796 W Broadway Street,Sandwiches,3.0,16,$$,2,49.2632033,-123.1217764,"49.2632033,-123.1217764",4845.0
105,Lamajoun,128-11782 River Road,Mediterranean,4.5,86,$,1,49.1967128,-123.0952077,"49.1967128,-123.0952077",16059.999999999998
106,Guu Original Thurlow,838 Thurlow Street,Japanese,4.0,783,$$,2,49.2839786648396,-123.125567978574,"49.2839786648396,-123.125567978574",1476.0
107,Stock and Supply,550 West Hastings Street,Canadian (New),4.0,17,,0,49.28416,-123.1127,"49.28416,-123.1127",569.0
108,Cafe Tica,2408 Alberta Street,Delis,4.5,15,$,1,49.2637017,-123.1108151,"49.2637017,-123.1108151",3586.0
109,Yama Cafe,2007 East Hastings Street,Cafes,4.5,87,$$,2,49.2813049,-123.0632877,"49.2813049,-123.0632877",4223.0
110,Moose's Down Under,830 Pender Street W,Pubs,4.0,140,$$,2,49.285638,-123.11634,"49.285638,-123.11634",513.0
111,Local Public Eatery,3 Alexander Street,Gastropubs,4.0,134,$$,2,49.2835742,-123.1039517,"49.2835742,-123.1039517",1308.0
112,Fiorino,212 E Georgia St,Italian,4.0,23,,0,49.2784351,-123.0992476,"49.2784351,-123.0992476",1892.0
113,Midam Cafe,3211 W Broadway,Korean,4.5,40,,0,49.2644249,-123.17645,"49.2644249,-123.17645",6384.0
114,Nuba in Yaletown,508 Davie Street,Mediterranean,4.0,98,$$,2,49.27592284071101,-123.1245237819059,"49.27592284071101,-123.1245237819059",1824.0
115,Go Fish Ocean Emporium,1505 W 1st Avenue,Seafood,4.0,492,$$,2,49.2712685403221,-123.139493380397,"49.2712685403221,-123.139493380397",4262.0
116,Nook,195 West 2nd Avenue,Pizza,4.0,60,,0,49.269495877535,-123.109226971865,"49.269495877535,-123.109226971865",3312.0
117,Jollibee,2549 Cambie Street,Fast Food,3.5,16,$$,2,49.2628615714721,-123.1151665,"49.2628615714721,-123.1151665",3434.0
118,Saigon Bites,6285 Kingsway,Sandwiches,4.0,5,,0,49.22026383879032,-122.97266571359754,"49.22026383879032,-122.97266571359754",19548.0
119,Six Acres,203 Carrall Street,Pubs,4.0,285,$$,2,49.2833119,-123.1044042,"49.2833119,-123.1044042",1404.0
120,Barbara,305 East Pender Street,Canadian (New),4.5,16,,0,49.2804544,-123.0970391,"49.2804544,-123.0970391",1833.0
121,Zab Zaab Thai Cuisine,1211 Hamilton Street,Thai,4.5,14,,0,49.27493,-123.12321,"49.27493,-123.12321",1971.0
122,Suika,1626 W Broadway,Japanese,4.0,508,$$,2,49.26333,-123.1417,"49.26333,-123.1417",4152.0
123,The Sandbar Seafood Restaurant,1535 Johnston Street,Seafood,3.5,698,$$$,3,49.27165,-123.134376,"49.27165,-123.134376",2613.0
124,Jamjar - Folk Lebanese Food,2280 Commercial Drive,Lebanese,4.0,252,$$,2,49.264412,-123.0695951,"49.264412,-123.0695951",6027.0
125,The Mexican Antojitos Y Cantina,1049 Granville Street,Mexican,4.5,394,$$,2,49.2787726,-123.1240268,"49.2787726,-123.1240268",1600.0
126,A.Bento,656W Broadway,Taiwanese,4.0,18,$$,2,49.263164,-123.118857,"49.263164,-123.118857",5049.0
127,Eggmon,82 Keefer Place,Waffles,4.0,12,,0,49.27942299044441,-123.10699604451656,"49.27942299044441,-123.10699604451656",1299.0
128,Donair And Sub House,403 West Broadway,Donairs,0.0,0,,0,49.2633677,-123.1131452,"49.2633677,-123.1131452",3333.0
129,Cafe & Life Co.,511 W 7th Avenue,Cafes,4.5,10,,0,49.265218,-123.116184,"49.265218,-123.116184",3166.0
130,Maruhachi Ra-men,780 Bidwell Street,Ramen,4.5,743,$$,2,49.2905691,-123.1333951,"49.2905691,-123.1333951",2165.0
131,The Parlour,1011 Hamilton Street,Pizza,4.0,454,$$,2,49.276835,-123.120221,"49.276835,-123.120221",1817.0
132,Zarak By Afghan Kitchen,2102 Main Street,Afghan,4.5,52,,0,49.266224,-123.1006089,"49.266224,-123.1006089",3238.0
133,Rodney's Oyster House,1228 Hamilton Street,Seafood,4.0,796,$$,2,49.2744326,-123.1232482,"49.2744326,-123.1232482",2064.0
134,Sura Korean Cuisine,1518 Robson Street,Korean,4.0,423,$$,2,49.2888601838143,-123.131742169312,"49.2888601838143,-123.131742169312",1967.0
135,Frying Pan,1101 Denman Street,Korean,4.5,22,,0,49.28835486722387,-123.1404394134939,"49.28835486722387,-123.1404394134939",2868.0
136,Taco Nori Sushi Tacos,118 West 6th Avenue,Sushi Bars,4.5,12,,0,49.2654937,-123.1071619,"49.2654937,-123.1071619",3707.0
137,Breakfast Table,3014 Granville Street,Breakfast & Brunch,4.5,247,$$,2,49.2586084,-123.13855,"49.2586084,-123.13855",4178.0
138,Beach Ave Bar And Grill,1 -1012 Beach Avenue,Seafood,4.5,18,$$,2,49.27553568577844,-123.13565084059196,"49.27553568577844,-123.13565084059196",3077.0
139,Yasma,550 Denman Street,Syrian,4.5,20,,0,49.29336120000001,-123.1321649,"49.29336120000001,-123.1321649",2310.0
140,Maxine's Cafe & Bar,1325 Burrard Street,Bars,4.5,56,$$,2,49.27807,-123.13131,"49.27807,-123.13131",1923.0
141,The Templeton,1087 Granville Street,Breakfast & Brunch,4.0,516,$$,2,49.2785261,-123.1243982,"49.2785261,-123.1243982",1639.0
142,La Mezcaleria,1622 Commercial Drive,Mexican,4.0,289,$$,2,49.2702237,-123.0694136,"49.2702237,-123.0694136",5133.0
143,Westcoast Poke,463 W 8th Avenue,Hawaiian,4.0,170,$$,2,49.26409,-123.1140415,"49.26409,-123.1140415",3207.0
144,LIFT Bar Grill View,333 Menchions Mews,Seafood,3.5,287,$$$,3,49.2937850399962,-123.12978089218,"49.2937850399962,-123.12978089218",1999.0
145,Potluck Hawker Eatery,3424 Cambie Street,Indonesian,3.5,80,,0,49.254602,-123.1149019,"49.254602,-123.1149019",4206.0
146,The Dirty Apron Delicatessen,540 Beatty St,Cafes,4.5,67,$$,2,49.2805632,-123.1091772,"49.2805632,-123.1091772",1116.0
147,Monarca,181 Carrall Street,Mexican,4.5,17,,0,49.28378619999999,-123.1044645,"49.28378619999999,-123.1044645",994.0
148,Caffe La Tana,635 Commercial Drive,Cafes,5.0,30,,0,49.2788597356837,-123.070581380828,"49.2788597356837,-123.070581380828",3955.0
149,Suyo Modern Peruvian,3475 Main Street,Peruvian,4.0,6,,0,49.2540292,-123.1010659958052,"49.2540292,-123.1010659958052",4602.0
150,Bodega On Main,1014 Main Street,Spanish,4.0,202,$$,2,49.2752787,-123.0997112,"49.2752787,-123.0997112",2220.0
151,O! Taho,4223 Fraser Street,Filipino,4.5,51,$$,2,49.2473597,-123.0903811,"49.2473597,-123.0903811",5693.0
152,Casereccio Foods,2480 Vine Street,Italian,4.5,29,,0,49.2642,-123.15742,"49.2642,-123.15742",5049.0
153,Robba da Matti,1127 Mainland Street,Italian,4.0,483,$$$,3,49.2753397,-123.1208967,"49.2753397,-123.1208967",2187.0
154,Riley's Fish & Steak,200 Burrard Street,Seafood,4.0,30,,0,49.287641996861865,-123.1151089,"49.287641996861865,-123.1151089",297.0
155,ARC Restaurant,900 Canada Place Way,Canadian (New),4.0,161,$$$,3,49.2872868,-123.1137298,"49.2872868,-123.1137298",140.0
156,Honeybrew,785 Davie Street,Bistros,4.0,29,$$,2,49.27787,-123.12652,"49.27787,-123.12652",1936.0
157,Nightshade,1079 Mainland St,Vegan,4.5,21,,0,49.27604,-123.12042,"49.27604,-123.12042",1890.0
158,Katsu San,110-6011 No 1 Road,Japanese,4.5,95,$$,2,49.169982779066,-123.181773349643,"49.169982779066,-123.181773349643",16558.0
159,Nam San,202 1610 Robson Street,Korean,4.5,20,,0,49.28946,-123.13294,"49.28946,-123.13294",1845.0
160,Benkei Noodle Shop,545 W Broadway,Ramen,3.5,175,$$,2,49.2634074769026,-123.116500429352,"49.2634074769026,-123.116500429352",5232.0
161,Nobi Nobi,11320 Steveston Hwy,Japanese,4.5,28,$$,2,49.133102,-123.098042,"49.133102,-123.098042",21080.0
162,Stanley's Bar & Grill,610 Pipeline Road,Bars,3.0,102,$$,2,49.2997083,-123.1339011,"49.2997083,-123.1339011",3365.0
163,Kook Korean BBQ,2800 1st Avenue E,Korean,4.0,141,$$$,3,49.26894,-123.04565,"49.26894,-123.04565",7065.0
164,Banter Room,1039 Mainland St,Canadian (New),3.5,115,$$,2,49.2763185,-123.1196683,"49.2763185,-123.1196683",2327.0
165,Kissa Tanto,263 E Pender Street,Japanese,4.0,276,$$$$,4,49.2806,-123.09812,"49.2806,-123.09812",1716.0
166,Pepper Lunch,2323 Cambie Street,Japanese,3.5,79,$$,2,49.2646,-123.11523,"49.2646,-123.11523",3174.0
167,Cactus Club Cafe,588 Burrard Street,Canadian (New),4.0,461,$$,2,49.28554081466174,-123.11881637137162,"49.28554081466174,-123.11881637137162",799.0
168,Dynasty Seafood Restaurant,777 W Broadway,Dim Sum,3.5,280,$$,2,49.2635999,-123.12138,"49.2635999,-123.12138",4920.0
169,Nook,1525 Yew Street,Italian,4.0,160,$$,2,49.2722128608937,-123.155147313374,"49.2722128608937,-123.155147313374",4333.0
170,Super Chef Grill,280 Robson Street,Chinese,4.5,79,$,1,49.279012421188,-123.116581099631,"49.279012421188,-123.116581099631",1350.0
171,Tatta Chulha,147 E Broadway,Indian,4.5,14,,0,49.26307302443682,-123.1018777,"49.26307302443682,-123.1018777",3657.0
172,The Vancouver Fish Company,1517 Anderson St,Seafood,3.5,246,$$$,3,49.2706337,-123.13633,"49.2706337,-123.13633",4386.0
173,Peaked Pies,975 Denman Street,Australian,4.5,193,$$,2,49.2896489,-123.1384797,"49.2896489,-123.1384797",2660.0
174,Kam Wai Dim Sum,249 E Pender Street,Dim Sum,4.0,59,$,1,49.28048,-123.098438,"49.28048,-123.098438",1742.0
175,Gringo,27 Blood Alley Square,Mexican,4.5,281,$,1,49.2831553214634,-123.105335897068,"49.2831553214634,-123.105335897068",956.0
176,395 Baking House Pro,2-3343 Kingsway,Hong Kong Style Cafe,4.5,2,,0,49.23367,-123.03432,"49.23367,-123.03432",9895.0
177,A Bread Affair,1680 Johnston Street,Bakeries,4.0,96,$,1,49.2724508745628,-123.135854241387,"49.2724508745628,-123.135854241387",4271.0
178,Damso Modern Korean Cuisine,867 Denman Street,Korean,4.0,198,$$,2,49.29063165285682,-123.13696164681824,"49.29063165285682,-123.13696164681824",2505.0
179,Sushi Jin,750 Nelson Street,Japanese,4.5,137,$$$,3,49.2795794102629,-123.123817518353,"49.2795794102629,-123.123817518353",1579.0
180,Tabom,1536 Robson Street,Korean,4.0,93,,0,49.28901186686636,-123.1318846021006,"49.28901186686636,-123.1318846021006",1813.0
181,MeeT in Yaletown,1165 Mainland Street,Comfort Food,4.0,157,$$,2,49.2748495736666,-123.121902530398,"49.2748495736666,-123.121902530398",2097.0
182,Salmon n' Bannock,1128 W Broadway,Canadian (New),4.5,197,$$,2,49.2631378,-123.1296705,"49.2631378,-123.1296705",4325.0
183,District Bar & Restaurant,121 Robson Street,Cocktail Bars,4.0,90,$$,2,49.2777057046774,-123.114148463454,"49.2777057046774,-123.114148463454",1559.0
184,Brass Fish Tavern,385 Burrard Street,American (Traditional),4.0,17,,0,49.2873401,-123.1169064,"49.2873401,-123.1169064",388.0
185,MeeT in Gastown,12 Water Street,Comfort Food,4.0,476,$$,2,49.28343624826065,-123.1048494822089,"49.28343624826065,-123.1048494822089",928.0
186,Pholicious,430 Pender Street W,Vietnamese,4.5,145,$,1,49.28297,-123.11279,"49.28297,-123.11279",754.0
187,Tractor,601 W Broadway,Breakfast & Brunch,4.0,25,$$,2,49.2634674383775,-123.118251698812,"49.2634674383775,-123.118251698812",5092.0
188,Mr Japanese Curry,446 West 8th Avenue,Japanese,4.0,34,$$,2,49.2638021,-123.1137004,"49.2638021,-123.1137004",3232.0
189,1927 Lobby Lounge,801 W Georgia Street,Cocktail Bars,4.5,33,$$$,3,49.2834188,-123.1187911,"49.2834188,-123.1187911",1133.0
190,Elephant On Powell Restaurant,1879 Powell Street,Canadian (New),5.0,5,,0,49.2848635,-123.0659995,"49.2848635,-123.0659995",3793.0
191,Honey Salt,39 Smithe Street,Canadian (New),3.5,257,$$,2,49.2753742,-123.1128477,"49.2753742,-123.1128477",2152.0
192,Tap & Barrel - Convention Centre,1055 Canada Place,Comfort Food,4.0,322,$$,2,49.289845529586,-123.116857235515,"49.289845529586,-123.116857235515",667.0
193,OEB Breakfast Co. Ambleside,1390 Marine Drive,Breakfast & Brunch,4.5,24,$$,2,49.3277023,-123.1537985,"49.3277023,-123.1537985",8350.0
194,Hanai,1590 Commercial Drive,Hawaiian,4.0,9,,0,49.270671367594815,-123.06944910010282,"49.270671367594815,-123.06944910010282",5183.0
195,Rice Burger,2630 Sasamat Street,Burgers,4.5,81,$$,2,49.2635568,-123.2089751,"49.2635568,-123.2089751",9405.0
196,District Eleven,4063 Main Street,Vietnamese,4.0,23,,0,49.2489934,-123.1012049,"49.2489934,-123.1012049",5161.0
197,Sushi Dragon,614 West Broadway,Japanese,4.0,90,$,1,49.2631475,-123.118358,"49.2631475,-123.118358",5085.0
198,The Greek By Anatoli,1043 Mainland Street,Greek,4.0,246,$$,2,49.276285,-123.1197178,"49.276285,-123.1197178",2322.0
